Time, In, Type, Out, Served, Server, Current Jobs
2.437298317052525, 1, 2, , , , 1
4.171374652348231, 2, 1, , , , 2
11.640111413997499, 3, 2, , , , 3
11.71275858562982, , , , 1, 1, 3
11.764885177763254, , , 1, , 3, 2
11.829218183369074, 4, 1, , , , 3
12.224935387216373, , , , 2, 2, 3
12.688417855804802, , , , 3, 2, 3
13.255630354660697, , , 2, , 3, 2
13.27780528540514, , , , 4, 2, 2
14.068219744792254, 5, 2, , , , 3
15.308475218546954, , , 3, , 3, 2
15.548503150435753, , , 4, , 3, 1
17.170709585584515, , , , 5, 2, 1
17.675506018942976, 6, 1, , , , 2
17.852920290183786, , , 5, , 3, 1
17.977399513122347, , , , 6, 2, 1
18.176477421558868, , , 6, , 3, 0
