Time, In, Type, Out, Served, Server, Current Jobs
3.9872811972696884, 1, 1, , , , 1
5.264189586961991, 2, 2, , , , 2
8.199242527103465, 3, 2, , , , 3
8.21647635645267, , , , 1, 1, 3
9.093037296395709, , , 1, , 3, 2
13.444385778058432, 4, 3, , , , 3
18.673107185443605, 5, 2, , , , 4
21.83923076043343, 6, 1, , , , 5
22.035152606069936, , , , 2, 1, 5
26.24567894177089, , , 2, , 3, 4
32.08765964732288, 7, 2, , , , 5
33.15655053917187, 8, 2, , , , 6
33.817631530992216, , , , 3, 1, 6
34.25476150625, , , , 7, 2, 6
34.70941586381702, 9, 1, , , , 7
34.91374332123563, , , 3, , 3, 6
35.3358243374611, , , 7, , 3, 5
37.19392998475818, , , , 4, 1, 5
38.323516405628965, 10, 1, , , , 6
38.66935458336645, , , 4, , 3, 5
43.7655398180368, , , , 5, 1, 5
43.93276680173372, , , 5, , 3, 4
44.63682421137445, 11, 1, , , , 5
45.66060624712542, , , , 6, 1, 5
45.81320420875684, , , 6, , 3, 4
46.46835845458848, , , , 8, 1, 4
48.489444497212745, , , 8, , 3, 3
50.34843877888917, 12, 3, , , , 4
51.733138441611835, , , , 9, 1, 4
51.85308032343412, 13, 2, , , , 5
53.389548472155035, , , 9, , 3, 4
53.46389147828839, , , , 10, 1, 4
53.46563219316687, , , 10, , 3, 3
58.22158277190731, 14, 2, , , , 4
59.14724220432785, , , , 11, 1, 4
59.18837371311474, , , 11, , 3, 3
61.429221163519244, , , , 12, 1, 3
62.48805687279329, , , 12, , 3, 2
67.89593094936748, 15, 2, , , , 3
71.22771232574185, , , , 13, 1, 3
71.73964614443094, , , 13, , 3, 2
72.00634477415045, , , , 15, 2, 2
72.24470924356413, , , 15, , 3, 1
73.10853586426896, , , , 14, 1, 1
73.11180660544514, , , 14, , 3, 0
