Time, In, Type, Out, Served, Server, Current Jobs
3.0735781897008216, 1, 1, , , , 1
4.865548080558484, 2, 1, , , , 2
5.769032866088457, 3, 1, , , , 3
6.1921729439668995, , , , 1, 1, 3
6.3085513603287815, , , 1, , 3, 2
6.856825614393032, 4, 3, , , , 3
6.991675313120998, 5, 1, , , , 4
8.139768680870732, , , , 2, 1, 4
8.561271543404624, 6, 2, , , , 5
10.100115364273854, , , 2, , 3, 4
10.902523385654078, , , , 4, 2, 4
10.94976495797178, , , , 5, 2, 4
11.03771489279532, , , , 3, 1, 4
13.822654633981395, , , 4, , 3, 3
14.073790668208966, , , 5, , 3, 2
14.215341835371653, , , 3, , 3, 1
15.798056636886923, , , , 6, 1, 1
15.977081871081985, , , 6, , 3, 0
