Time, In, Type, Out, Served, Server, Current Jobs
0.6468371435827058, 1, 1, , , , 1
3.6533570554476547, 2, 2, , , , 2
8.71624445409882, , , , 1, 1, 2
9.584778115375764, , , 1, , 3, 1
9.69068191286126, , , , 2, 1, 1
9.932428712224166, 3, 2, , , , 2
9.985145732191675, 4, 2, , , , 3
10.611375823984188, , , 2, , 3, 2
10.840801527766848, , , , 3, 1, 2
11.71995740397369, , , 3, , 3, 1
12.903373121327997, 5, 2, , , , 2
15.274240711470718, , , , 4, 1, 2
15.392472030625758, , , 4, , 3, 1
23.567187468835993, 6, 1, , , , 2
23.735215769242767, 7, 1, , , , 3
31.68651011884768, , , , 5, 1, 3
33.85968585707844, , , 5, , 3, 2
37.98992651356739, , , , 6, 1, 2
38.12539373329264, , , , 7, 1, 2
39.3987771244406, , , 6, , 3, 1
40.00979904947208, , , 7, , 3, 0
