Time, In, Type, Out, Served, Server, Current Jobs
3.1647666877236573, 1, 3, , , , 1
3.4366307337751136, 2, 2, , , , 2
4.629586414523969, 3, 1, , , , 3
4.664510150394994, , , , 1, 2, 3
4.724546049752781, , , , 3, 2, 3
9.373740855783332, , , , 2, 1, 3
11.04752684836569, , , 1, , 3, 2
11.399012600536686, 4, 2, , , , 3
12.216231598834744, 5, 2, , , , 4
12.563152449253765, , , 3, , 3, 3
12.605873435735923, , , 2, , 3, 2
12.961615290648028, , , , 4, 2, 2
13.450937480989921, , , , 5, 2, 2
13.491846043680992, , , 4, , 3, 1
13.65329215176604, , , 5, , 3, 0
