Time, In, Type, Out, Served, Server, Current Jobs
0.7678825270010584, 1, 1, , , , 1
2.4695980350420026, , , , 1, 2, 1
2.586332567687551, , , 1, , 3, 0
4.65368297392775, 2, 1, , , , 1
5.884679164160744, 3, 1, , , , 2
5.963290329713578, , , , 3, 2, 2
5.9928717310185045, , , 3, , 3, 1
12.664838977694883, 4, 1, , , , 2
15.617774792679903, 5, 3, , , , 3
17.033711160556166, 6, 2, , , , 4
17.83481356775039, 7, 1, , , , 5
18.415848385180237, 8, 3, , , , 6
19.58067480374564, , , , 7, 2, 6
20.522999818036386, , , 7, , 3, 5
20.73036557542198, , , , 8, 2, 5
22.405672188638686, 9, 2, , , , 6
22.66140380745268, , , , 2, 1, 6
23.51865094698562, , , , 9, 2, 6
24.2542985694103, , , 8, , 3, 5
24.27348250913137, , , , 4, 1, 5
24.28609615892627, , , 2, , 3, 4
24.849293446914302, 10, 1, , , , 5
25.50329628025712, , , , 5, 1, 5
25.56198350812491, , , 9, , 3, 4
26.812773003278394, , , 4, , 3, 3
27.44361610102491, , , 5, , 3, 2
31.551256986243708, 11, 1, , , , 3
32.569842312304495, , , , 6, 1, 3
32.72154906377013, , , 6, , 3, 2
37.13652342855528, , , , 10, 1, 2
38.274673907808925, 12, 1, , , , 3
38.55374050746718, , , , 11, 1, 3
39.636150177880296, , , 10, , 3, 2
39.72629234172443, , , 11, , 3, 1
39.737708226314076, , , , 12, 1, 1
39.850193283715, , , 12, , 3, 0
