Time, In, Type, Out, Served, Server, Current Jobs
2.5094215108726967, 1, 1, , , , 1
3.2001667508702356, 2, 2, , , , 2
4.018084916260216, 3, 3, , , , 3
4.629400888994908, , , , 1, 2, 3
4.668211108870463, , , 1, , 3, 2
4.8834215738313995, , , , 3, 2, 2
5.2960037382902225, , , 3, , 3, 1
7.197996377448176, 4, 1, , , , 2
10.531389904108408, , , , 2, 1, 2
10.847991785504272, , , 2, , 3, 1
13.353273727482094, 5, 1, , , , 2
13.528533795167684, , , , 5, 2, 2
13.772038882651799, , , 5, , 3, 1
15.208978792676922, 6, 3, , , , 2
15.273122079603853, , , , 4, 1, 2
15.52595286044416, , , 4, , 3, 1
18.17518036499671, 7, 2, , , , 2
19.03203476070325, , , , 7, 1, 2
19.934110642082096, , , 7, , 3, 1
22.177083767612064, 8, 1, , , , 2
24.469365578475056, , , , 6, 2, 2
25.460258845027624, , , 6, , 3, 1
26.249734420018324, , , , 8, 2, 1
26.977306231881933, , , 8, , 3, 0
