Time, In, Type, Out, Served, Server, Current Jobs
3.966326188556762, 1, 1, , , , 1
5.625168471684216, 2, 1, , , , 2
6.06744898461199, 3, 3, , , , 3
6.752293692764028, , , , 1, 1, 3
7.070400468822355, , , 1, , 3, 2
10.313906517900154, 4, 2, , , , 3
11.469283585604984, , , , 2, 2, 3
12.055955169429941, , , 2, , 3, 2
17.863223024628446, 5, 1, , , , 3
17.92312091599918, , , , 3, 2, 3
18.030211915531485, , , 3, , 3, 2
18.950175622835264, , , , 5, 1, 2
19.33495359078943, , , 5, , 3, 1
20.20902085359081, , , , 4, 2, 1
20.540040924038742, 6, 3, , , , 2
20.70721372210906, , , 4, , 3, 1
21.211255008628154, 7, 3, , , , 2
22.41938798685923, , , , 7, 1, 2
22.66885558829375, , , 7, , 3, 1
23.771626346820693, , , , 6, 2, 1
24.59658824430754, 8, 2, , , , 2
24.691168127147133, , , , 8, 2, 2
29.516060871927507, , , 6, , 3, 1
29.71250264995902, , , 8, , 3, 0
