Time, In, Type, Out, Served, Server, Current Jobs
0.12628329523204332, 1, 2, , , , 1
0.9022150128100227, , , , 1, 2, 1
3.72674141576852, , , 1, , 3, 0
3.8189645014616582, 2, 2, , , , 1
11.312355353037743, 3, 2, , , , 2
14.987344227515871, 4, 1, , , , 3
19.451175016039844, , , , 2, 1, 3
19.8569742723053, , , 2, , 3, 2
19.976983655369775, , , , 3, 1, 2
20.12913089592025, 5, 1, , , , 3
20.265265352355122, , , 3, , 3, 2
21.278180013477822, 6, 1, , , , 3
23.103386331074617, , , , 4, 1, 3
23.190586346469495, , , 4, , 3, 2
24.331960778909338, , , , 5, 1, 2
24.721579897463513, , , 5, , 3, 1
25.476697886895252, 7, 3, , , , 2
36.058026555400176, 8, 2, , , , 3
36.77642206334596, , , , 6, 1, 3
37.242463770439656, , , 6, , 3, 2
38.534439946710506, , , , 8, 2, 2
38.656835919288596, , , 8, , 3, 1
40.821739660599164, 9, 3, , , , 2
41.1422139615814, 10, 3, , , , 3
45.42612873764925, , , , 7, 1, 3
47.320496740121975, 11, 3, , , , 4
47.65282732983688, , , 7, , 3, 3
48.20460268491214, , , , 9, 1, 3
50.22499967902507, , , 9, , 3, 2
50.368947034783055, 12, 1, , , , 3
52.636803444094134, 13, 1, , , , 4
52.747481809994625, , , , 11, 2, 4
53.132437696135625, , , , 13, 2, 4
53.28803531506443, 14, 1, , , , 5
53.34600302869429, , , 11, , 3, 4
53.616376756309236, , , , 14, 2, 4
55.19868327430524, , , 13, , 3, 3
55.42011369290238, , , 14, , 3, 2
59.708213380359474, 15, 1, , , , 3
61.67773650842287, , , , 10, 1, 3
61.78245720658569, , , 10, , 3, 2
64.06603023264489, , , , 12, 1, 2
64.28478529286032, , , , 15, 1, 2
64.38851137715154, , , 12, , 3, 1
65.29521302404878, , , 15, , 3, 0
