Time, In, Type, Out, Served, Server, Current Jobs
0.09262580749408704, 1, 1, , , , 1
0.8478968044082105, 2, 2, , , , 2
1.4294933335104176, , , , 1, 1, 2
1.8617643806006123, , , , 2, 2, 2
2.1079949250799173, , , 1, , 3, 1
4.44660194517529, 3, 3, , , , 2
4.69506338224324, , , 2, , 3, 1
5.56648379951786, 4, 1, , , , 2
7.582626745358551, , , , 3, 2, 2
8.181647424710967, 5, 1, , , , 3
9.443507318994415, 6, 2, , , , 4
10.795247333106724, 7, 2, , , , 5
10.830110706309792, , , 3, , 3, 4
11.257287525082896, , , , 4, 2, 4
11.505629256015744, , , , 6, 2, 4
12.077500609464575, , , 4, , 3, 3
12.308735986786305, , , , 5, 1, 3
13.740585472047181, , , 6, , 3, 2
13.975514987218302, , , 5, , 3, 1
14.934629735366679, , , , 7, 2, 1
15.288441036709765, , , 7, , 3, 0
