Time, In, Type, Out, Served, Server, Current Jobs
4.496572872326901, 1, 3, , , , 1
5.929234937408121, 2, 2, , , , 2
8.981853835903157, 3, 1, , , , 3
10.350558998110245, , , , 3, 2, 3
10.429654305698017, , , 3, , 3, 2
14.20818311716351, 4, 1, , , , 3
15.735254665840287, , , , 1, 1, 3
15.741538950951334, , , 1, , 3, 2
17.559253904327996, 5, 2, , , , 3
17.975685710383434, , , , 2, 1, 3
18.063218652943377, , , , 5, 2, 3
19.547846470540087, , , 2, , 3, 2
20.213610919218773, , , 5, , 3, 1
21.339419117296583, 6, 2, , , , 2
22.268028351961945, , , , 4, 1, 2
22.877861845717522, , , 4, , 3, 1
26.477682694755906, 7, 3, , , , 2
26.673099270823553, 8, 1, , , , 3
29.064730134948302, , , , 7, 2, 3
29.164917450864632, , , 7, , 3, 2
29.279004477843763, , , , 8, 2, 2
29.81173402494456, , , 8, , 3, 1
36.348919052903426, 9, 3, , , , 2
36.34907170774938, , , , 6, 1, 2
36.87729099142441, , , 6, , 3, 1
38.19299857749672, , , , 9, 1, 1
38.68387055870011, , , 9, , 3, 0
