Time, In, Type, Out, Served, Server, Current Jobs
1.5714450864915779, 1, 1, , , , 1
1.6268095445563886, 2, 3, , , , 2
1.6533380041627408, 3, 2, , , , 3
2.1965159032796766, , , , 3, 2, 3
2.6427985162052314, , , 3, , 3, 2
4.43874802009006, , , , 1, 1, 2
6.057852815478725, , , 1, , 3, 1
15.079674502662902, 4, 3, , , , 2
17.51408098358312, , , , 4, 2, 2
20.400305382099628, , , 4, , 3, 1
22.05874877486922, 5, 1, , , , 2
23.166598121545743, 6, 1, , , , 3
23.399668323482942, , , , 5, 2, 3
23.914389600770797, , , , 2, 1, 3
24.351929456578873, , , 5, , 3, 2
25.033797752322027, , , 2, , 3, 1
25.639692632238962, 7, 2, , , , 2
26.07286754956066, , , , 7, 2, 2
27.004133901645528, , , 7, , 3, 1
29.732154543333824, 8, 3, , , , 2
30.41485690104715, , , , 6, 1, 2
30.87947160232553, , , 6, , 3, 1
33.871758735691664, 9, 2, , , , 2
34.590554984961614, , , , 8, 1, 2
35.48944832375428, , , , 9, 2, 2
35.98212318792332, , , 8, , 3, 1
36.92674199350343, , , 9, , 3, 0
