Time, In, Type, Out, Served, Server, Current Jobs
4.480518312450666, 1, 2, , , , 1
6.218028804749052, 2, 1, , , , 2
7.900064658117004, 3, 3, , , , 3
7.9738107968130025, , , , 1, 2, 3
7.9774353400526, , , 1, , 3, 2
8.568503949208845, , , , 2, 2, 2
9.44234319683856, , , 2, , 3, 1
11.582505980033668, 4, 3, , , , 2
12.181748310782039, , , , 3, 1, 2
12.20314280378324, , , 3, , 3, 1
12.379563761126617, 5, 2, , , , 2
12.823620839772301, , , , 5, 2, 2
13.116325810238093, , , 5, , 3, 1
25.38150279413502, 6, 1, , , , 2
25.543275326144148, , , , 4, 1, 2
26.153524697009207, 7, 3, , , , 3
26.167481145713563, , , , 6, 1, 3
28.81312629415764, , , 4, , 3, 2
29.278476949330983, , , 6, , 3, 1
31.676286916077803, , , , 7, 1, 1
31.89914456465497, , , 7, , 3, 0
