Time, In, Type, Out, Served, Server, Current Jobs
0.8274262225840171, 1, 2, , , , 1
2.7376955113273214, 2, 3, , , , 2
3.4441602641664226, , , , 1, 1, 2
3.8538400275282463, 3, 3, , , , 3
3.8574813806939594, , , 1, , 3, 2
4.147133952344121, , , , 2, 1, 2
5.861508508125416, , , 2, , 3, 1
6.499481569339074, 4, 1, , , , 2
6.690770794327427, 5, 2, , , , 3
8.224465296546292, , , , 3, 2, 3
8.782238174599557, , , , 4, 2, 3
9.540168236436456, , , 3, , 3, 2
10.053676613400944, , , 4, , 3, 1
13.131982549128848, , , , 5, 2, 1
13.835897927042769, , , 5, , 3, 0
