Time, In, Type, Out, Served, Server, Current Jobs
3.4889172601374354, 1, 1, , , , 1
4.509721570208014, 2, 2, , , , 2
4.713228569531845, 3, 2, , , , 3
4.95033688061135, , , , 1, 2, 3
5.118010713580419, , , 1, , 3, 2
5.42375933203824, , , , 2, 2, 2
7.0659407350787475, , , 2, , 3, 1
11.160198025779337, 4, 1, , , , 2
12.749767343373994, , , , 3, 1, 2
12.864885664103745, 5, 2, , , , 3
13.501320406033473, , , , 5, 2, 3
13.745812173513576, , , 3, , 3, 2
13.773809061839671, , , 5, , 3, 1
18.817995614446907, , , , 4, 1, 1
19.076223966285585, , , 4, , 3, 0
