Time, In, Type, Out, Served, Server, Current Jobs
0.5989232581076783, 1, 2, , , , 1
1.205253909640126, , , , 1, 2, 1
1.446110082234418, , , 1, , 3, 0
2.4165833532017835, 2, 2, , , , 1
3.8822611825423667, 3, 1, , , , 2
4.69631040313982, , , , 2, 1, 2
5.087774540520908, 4, 1, , , , 3
5.741762865026676, , , 2, , 3, 2
6.078618850168552, , , , 4, 2, 2
6.377027921695367, , , 4, , 3, 1
11.549376741891114, 5, 1, , , , 2
14.073544262032721, 6, 1, , , , 3
14.721968550446633, , , , 3, 1, 3
15.477289422600608, , , 3, , 3, 2
16.19271075426941, , , , 6, 2, 2
16.70086975278207, , , 6, , 3, 1
16.93074371513601, 7, 3, , , , 2
18.31520931984826, , , , 5, 1, 2
18.39309958539185, , , 5, , 3, 1
22.980170543008242, 8, 3, , , , 2
24.472088919536972, 9, 3, , , , 3
24.545892699207744, , , , 8, 1, 3
25.405836752956386, 10, 1, , , , 4
25.804201089682277, , , 8, , 3, 3
26.749821823268807, 11, 1, , , , 4
26.99669045363893, , , , 7, 2, 4
27.825140664722205, , , 7, , 3, 3
30.11926979874419, , , , 10, 2, 3
30.65860455691256, , , 10, , 3, 2
36.68890764437249, , , , 9, 1, 2
39.28391521799608, , , 9, , 3, 1
40.093820999096565, , , , 11, 1, 1
40.821613915974304, , , 11, , 3, 0
