Time, In, Type, Out, Served, Server, Current Jobs
0.5983843652231067, 1, 1, , , , 1
2.111848654107063, 2, 1, , , , 2
5.450912692626528, , , , 1, 2, 2
6.7922139009477505, , , 1, , 3, 1
7.848165363189851, 3, 3, , , , 2
13.417898362002449, , , , 2, 2, 2
14.93676738573452, 4, 1, , , , 3
15.386348270119642, , , , 4, 2, 3
15.695676943930458, , , 2, , 3, 2
16.119630915731584, , , 4, , 3, 1
17.783588795429953, 5, 1, , , , 2
21.637059779891057, , , , 3, 1, 2
23.40987668734213, , , , 5, 1, 2
28.348578976227355, , , 3, , 3, 1
28.729826884776124, , , 5, , 3, 0
