Time, In, Type, Out, Served, Server, Current Jobs
2.6853553226304716, 1, 1, , , , 1
3.182163973932522, 2, 2, , , , 2
5.187499547079038, 3, 1, , , , 3
8.099733586753443, 4, 3, , , , 4
9.285305609661739, , , , 1, 2, 4
9.469878589646042, , , 1, , 3, 3
11.617013256141425, , , , 2, 2, 3
12.002838290183366, , , , 3, 2, 3
12.284309131300493, , , 2, , 3, 2
12.294535266479597, , , 3, , 3, 1
13.922818647835959, 5, 2, , , , 2
14.058007572972391, 6, 1, , , , 3
15.401142444773884, , , , 5, 2, 3
16.044110253188855, , , 5, , 3, 2
16.70725868364541, , , , 6, 2, 2
16.946167462742277, , , 6, , 3, 1
32.466818123710276, , , , 4, 1, 1
33.67637649743024, , , 4, , 3, 0
