Time, In, Type, Out, Served, Server, Current Jobs
1.055441976944477, 1, 2, , , , 1
1.2217385632790392, 2, 1, , , , 2
1.5626493207250078, 3, 3, , , , 3
2.0153617059349167, 4, 1, , , , 4
5.826067758964721, 5, 2, , , , 5
8.059348064438739, , , , 1, 1, 5
8.47593277247188, , , 1, , 3, 4
8.927459906198887, , , , 2, 1, 4
9.017882442778058, 6, 1, , , , 5
11.464978357175225, , , 2, , 3, 4
11.661065432165955, , , , 5, 2, 4
11.771983246349404, , , 5, , 3, 3
17.121809563830823, 7, 1, , , , 4
17.415790459944752, , , , 7, 2, 4
17.456521296525352, , , 7, , 3, 3
21.349121423563016, , , , 3, 1, 3
22.068710689807556, 8, 2, , , , 4
23.1474778208578, 9, 2, , , , 5
23.575840124124838, , , 3, , 3, 4
23.867857312423304, , , , 4, 1, 4
23.996984945077532, , , 4, , 3, 3
25.732030543736595, , , , 6, 1, 3
28.507853516910064, , , 6, , 3, 2
37.292509667401816, , , , 8, 1, 2
38.232792316216674, , , 8, , 3, 1
41.633018448227574, , , , 9, 1, 1
42.17842242704686, , , 9, , 3, 0
