Time, In, Type, Out, Served, Server, Current Jobs
1.8181625985420748, 1, 1, , , , 1
4.451587259891425, 2, 1, , , , 2
6.235851976036987, 3, 2, , , , 3
7.2509569572367765, , , , 1, 2, 3
7.305501237088133, , , 1, , 3, 2
8.536657228105621, , , , 3, 2, 2
8.693087077853827, , , 3, , 3, 1
9.999471971636282, 4, 2, , , , 2
10.057604052485718, , , , 2, 1, 2
10.090485422987157, 5, 2, , , , 3
10.185344044546852, , , , 4, 1, 3
10.209578776387955, , , 2, , 3, 2
10.683531464306833, , , 4, , 3, 1
11.022986439156902, 6, 1, , , , 2
11.14356332997399, 7, 1, , , , 3
11.299192335620635, , , , 5, 1, 3
11.572432721877068, , , 5, , 3, 2
15.000426700146285, , , , 6, 1, 2
15.009389004267458, 8, 2, , , , 3
15.099097374377397, , , 6, , 3, 2
23.100683238209314, 9, 1, , , , 3
24.155156734520006, 10, 1, , , , 4
25.57464089156456, , , , 7, 1, 4
25.74960077455071, , , 7, , 3, 3
26.239066760579732, , , , 8, 1, 3
26.384693204270917, 11, 1, , , , 4
26.866604110762594, , , 8, , 3, 3
31.76312210755806, , , , 9, 2, 3
31.772541085705885, , , 9, , 3, 2
33.824277178290465, , , , 10, 2, 2
33.93147043849111, , , 10, , 3, 1
35.104123874182335, , , , 11, 2, 1
36.314195340057985, , , 11, , 3, 0
