Time, In, Type, Out, Served, Server, Current Jobs
2.6890675417386753, 1, 3, , , , 1
3.4226159965808307, , , , 1, 2, 1
4.707432750414944, 2, 2, , , , 2
4.804767759241347, 3, 2, , , , 3
5.117864226685309, , , , 2, 2, 3
5.570467931223202, , , , 3, 2, 3
6.0058282532091996, 4, 1, , , , 4
6.84820653943139, , , , 4, 2, 4
7.491662501446855, 5, 2, , , , 5
7.870323042542713, , , 1, , 3, 4
9.392815513091595, , , 2, , 3, 3
10.151020180665078, 6, 2, , , , 4
11.969800890382329, 7, 1, , , , 5
13.154457456178783, , , 3, , 3, 4
13.481015741931676, 8, 2, , , , 5
14.780210461522698, , , 4, , 3, 4
15.721157221117307, , , , 8, 2, 4
16.462732388908798, , , 8, , 3, 3
16.958365071470286, 9, 2, , , , 4
19.736111819900977, , , , 9, 2, 4
20.387897523282568, , , , 5, 1, 4
20.453004823282832, , , , 6, 1, 4
21.31434281498881, , , 9, , 3, 3
21.946941108082545, 10, 2, , , , 4
21.960208682409686, , , 5, , 3, 3
22.575765610266323, , , 6, , 3, 2
22.792229745690626, , , , 7, 1, 2
22.886654263040928, , , 7, , 3, 1
25.287797654601054, , , , 10, 1, 1
27.215607704710767, 11, 2, , , , 2
27.499352369776016, , , 10, , 3, 1
28.72639696134721, 12, 1, , , , 2
29.25078839016402, , , , 12, 2, 2
29.475890180102688, , , 12, , 3, 1
31.705427649158217, , , , 11, 1, 1
31.834501259903817, , , 11, , 3, 0
