Time, In, Type, Out, Served, Server, Current Jobs
0.08410364970805322, 1, 3, , , , 1
0.8347319125885209, 2, 2, , , , 2
3.9586168565064215, 3, 1, , , , 3
4.396971926237949, , , , 1, 2, 3
5.185826503708417, , , 1, , 3, 2
5.726624148598756, 4, 1, , , , 3
6.6549114407913335, , , , 2, 2, 3
6.731089814942363, 5, 1, , , , 4
7.524498594162631, , , 2, , 3, 3
7.9991431050961594, , , , 3, 2, 3
8.580767891813124, , , 3, , 3, 2
9.189770859584112, , , , 4, 1, 2
9.227069764471935, , , 4, , 3, 1
12.166017427948901, , , , 5, 1, 1
12.283730590400207, , , 5, , 3, 0
