Time, In, Type, Out, Served, Server, Current Jobs
4.372809778239047, 1, 3, , , , 1
5.573347273512449, 2, 1, , , , 2
10.827211013928949, 3, 1, , , , 3
11.68616052769881, 4, 1, , , , 4
11.963028937550854, , , , 4, 2, 4
13.32329203398667, , , 4, , 3, 3
20.59340061985193, , , , 1, 1, 3
21.188328880297515, , , 1, , 3, 2
21.811803055588157, 5, 2, , , , 3
24.116212034063746, 6, 3, , , , 4
26.063720601516163, 7, 3, , , , 5
26.22265142287148, 8, 2, , , , 6
26.356886792516843, 9, 3, , , , 7
29.37540657366303, , , , 2, 1, 7
29.417057522663526, , , , 3, 1, 7
29.834884575842683, , , 2, , 3, 6
30.399485032674413, , , 3, , 3, 5
30.875781052340155, , , , 5, 1, 5
31.148931555211014, , , , 8, 2, 5
32.47284211354336, , , 5, , 3, 4
33.08591407697144, , , 8, , 3, 3
35.18876540729637, , , , 6, 1, 3
35.75369217120471, , , 6, , 3, 2
40.50857593008292, , , , 7, 1, 2
40.54543320097708, , , , 9, 1, 2
40.836493355165636, , , 7, , 3, 1
42.033616881646786, , , 9, , 3, 0
