Time, In, Type, Out, Served, Server, Current Jobs
2.4661715372316437, 1, 3, , , , 1
5.7208854818781525, 2, 1, , , , 2
5.971937290410884, , , , 2, 2, 2
6.61876259492519, 3, 2, , , , 3
8.534978311844934, , , , 1, 1, 3
8.537438486892238, , , , 3, 2, 3
8.883294427083628, 4, 2, , , , 4
10.189505984788783, , , 2, , 3, 3
10.590191118999801, , , 1, , 3, 2
11.258896685593067, , , 3, , 3, 1
11.571385882382083, 5, 1, , , , 2
12.367224233738742, , , , 4, 1, 2
12.68692379943553, , , 4, , 3, 1
16.147295663734248, 6, 2, , , , 2
17.037552350505393, , , , 5, 1, 2
17.25248891378153, , , , 6, 1, 2
17.880287111269592, , , 5, , 3, 1
18.143146031545093, , , 6, , 3, 0
